process,software,data item,data model,data format specification
solving,,tools needed,,
navigation,,tools needed,,
business process integration,,tools needed,,
enterprise resource planning,,tools needed,,
design,,tools needed,,
system specification,,tools needed,,
information classification,,tools needed,,
system synthesis,,tools needed,,
knowledge discovery,,tools needed,,
test report,,tools needed,,
context inference,,tools needed,,
decision support,,tools needed,,
access product design data,,tools needed,,
engine analysis,,tools needed,,
mission analysis,,tools needed,,
detailed,,tools needed,,
preliminary design,,tools needed,,
processing,,tools needed,,
ontological engineering,,tools needed,,
failure,,tools needed,,
data visualization,,tools needed,,
knowledge interaction,,tools needed,,
knowledge classification,,tools needed,,
ontology modeling,,tools needed,,
certification,,tools needed,,
analysis,,tools needed,,
flight test report,,tools needed,,
express ontology,,tools needed,,
airworthiness test,,tools needed,,
multimedia document processing,,tools needed,,
semantic representation,,tools needed,,
inference,,tools needed,,
problem solving,,tools needed,,
link analysis,,tools needed,,
physical sensing,,tools needed,,
concept design,,tools needed,,
system architecting,,tools needed,,
project planning,,tools needed,,
creation,,tools needed,,
dissemination,,tools needed,,
resource description,,tools needed,,
mdo process formulation,,tools needed,,
acquisition,,tools needed,,
configuration management,,tools needed,,
design space visualization,,tools needed,,
system integration,,tools needed,,
tooling development,,tools needed,,
detailed design,,tools needed,,
scheduling,,tools needed,,
development,,tools needed,,
data storage,,tools needed,,
data validation,,tools needed,,
flight-test preparation,,tools needed,,
reasoning,,tools needed,,
customer service,,tools needed,,
conceptual modelling,,tools needed,,
ground test,,tools needed,,
feature processing,,tools needed,,
failure management,,tools needed,,
knowledge based engineering,,tools needed,,
product design,,tools needed,,
,cloud visualization,tools needed,,
,learning tools,tools needed,,
,wikipedia,tools needed,,
,triple store,tools needed,,
,catia,tools needed,,
,product data management system,tools needed,,
,excel,tools needed,,
,file server,tools needed,,
,tr,tools needed,,
,matlab,tools needed,,
,web server,tools needed,,
,data mining,tools needed,,
,python application,tools needed,,
,express application,tools needed,,
,share point,tools needed,,
,outlook,tools needed,,
,api,tools needed,,
,cad programming interface,tools needed,,
,java application,tools needed,,
, engineering java programming,tools needed,,
,access,tools needed,,
,expert systems,tools needed,,
,multi-agent collaborative system,tools needed,,
,google,tools needed,,
,workflow systems,tools needed,,
,word,tools needed,,
,web-based decision tool,tools needed,,
,,tools needed,nasa taxonomy,
,,tools needed,orbital space environment domain ontology,
,,tools needed,sysml,
,,tools needed,sql,
,,tools needed,topic maps,
,,tools needed,uml,
,,tools needed,postgresql,
,,tools needed,sparql,
,,tools needed,vba,
,,tools needed,sysml ,
,,tools needed,express,
,,tools needed,aerospace ontology,
,,tools needed,python,
,,tools needed,xml-schema-definition,
,,tools needed,,json
,,tools needed,,pdf
,,tools needed,,html
,,tools needed,,vrml
,,tools needed,,step
,,tools needed,,flat file
,,tools needed,,database
,,tools needed,,ms word
,,tools needed,,txt
,,tools needed,,add
,,tools needed,,owl
,,tools needed,,rdf
,,tools needed,,xml
,,tools needed,,direct api
life cycle simulation,,manufacturing method,,
nation decision,,manufacturing method,,
system identification,,manufacturing method,,
alm,,manufacturing method,,
descriptive information generation,,manufacturing method,,
disciplinary analysis,,manufacturing method,,
flight test,,manufacturing method,,
convert file formats,,manufacturing method,,
knowledge base building,,manufacturing method,,
knowledge management,,manufacturing method,,
product support,,manufacturing method,,
optimization,,manufacturing method,,
information clustering,,manufacturing method,,
knowledge exploration,,manufacturing method,,
information sharing,,manufacturing method,,
product data management,,manufacturing method,,
design concepts formalization,,manufacturing method,,
calculation report,,manufacturing method,,
training,,manufacturing method,,
evaluation,,manufacturing method,,
system arch,,manufacturing method,,
manufacturing,,manufacturing method,,
semantic lexicon,,manufacturing method,,
authoring,,manufacturing method,,
plm,,manufacturing method,,
information search,,manufacturing method,,
share documents,,manufacturing method,,
workflow management,,manufacturing method,,
crawling,,manufacturing method,,
review,,manufacturing method,,
multidisciplinary modeling,,manufacturing method,,
wide body transports,,manufacturing method,,
semantic information transferring,,manufacturing method,,
knowledge engineering,,manufacturing method,,
processe data,,manufacturing method,,
structural solver,,manufacturing method,,
manufacturing preparation,,manufacturing method,,
knowledge capture,,manufacturing method,,
knowledge systematisation,,manufacturing method,,
knowledge storage,,manufacturing method,,
product verification,,manufacturing method,,
design blueprint,,manufacturing method,,
system design,,manufacturing method,,
check,,manufacturing method,,
accessory manufacture,,manufacturing method,,
information push,,manufacturing method,,
manufacture,,manufacturing method,,
general assembly,,manufacturing method,,
wf execution,,manufacturing method,,
automated reasoning,,manufacturing method,,
solving,,manufacturing method,,
navigation,,manufacturing method,,
business process integration,,manufacturing method,,
enterprise resource planning,,manufacturing method,,
design,,manufacturing method,,
system specification,,manufacturing method,,
information classification,,manufacturing method,,
system synthesis,,manufacturing method,,
knowledge discovery,,manufacturing method,,
test report,,manufacturing method,,
context inference,,manufacturing method,,
activity profiling,,manufacturing method,,
decision support,,manufacturing method,,
access product design data,,manufacturing method,,
engine analysis,,manufacturing method,,
mission analysis,,manufacturing method,,
detailed,,manufacturing method,,
preliminary design,,manufacturing method,,
processing,,manufacturing method,,
ontological engineering,,manufacturing method,,
failure,,manufacturing method,,
interest profiling,,manufacturing method,,
summarizing,,manufacturing method,,
data visualization,,manufacturing method,,
knowledge interaction,,manufacturing method,,
knowledge classification,,manufacturing method,,
ontology modeling,,manufacturing method,,
certification,,manufacturing method,,
analysis,,manufacturing method,,
engine accessory purchase,,manufacturing method,,
flight test report,,manufacturing method,,
express ontology,,manufacturing method,,
airworthiness test,,manufacturing method,,
multimedia document processing,,manufacturing method,,
semantic representation,,manufacturing method,,
inference,,manufacturing method,,
problem solving,,manufacturing method,,
recycling,,manufacturing method,,
link analysis,,manufacturing method,,
physical sensing,,manufacturing method,,
concept design,,manufacturing method,,
system architecting,,manufacturing method,,
project planning,,manufacturing method,,
creation,,manufacturing method,,
dissemination,,manufacturing method,,
resource description,,manufacturing method,,
mdo process formulation,,manufacturing method,,
acquisition,,manufacturing method,,
configuration management,,manufacturing method,,
generate fem model,,manufacturing method,,
issue tc pc ac certification,,manufacturing method,,
design space visualization,,manufacturing method,,
mdao,,manufacturing method,,
system integration,,manufacturing method,,
tooling development,,manufacturing method,,
detailed design,,manufacturing method,,
scheduling,,manufacturing method,,
development,,manufacturing method,,
data storage,,manufacturing method,,
data validation,,manufacturing method,,
analyzing,,manufacturing method,,
flight-test preparation,,manufacturing method,,
reasoning,,manufacturing method,,
customer service,,manufacturing method,,
identify different tooling types,,manufacturing method,,
conceptual modelling,,manufacturing method,,
ground test,,manufacturing method,,
feature processing,,manufacturing method,,
failure management,,manufacturing method,,
knowledge based engineering,,manufacturing method,,
product design,,manufacturing method,,
archive,,manufacturing method,,
,cloud visualization,manufacturing method,,
,cad representation vdsm,manufacturing method,,
,inverted index,manufacturing method,,
,tornado,manufacturing method,,
,learning tools,manufacturing method,,
,nextgen avionics systems,manufacturing method,,
,pest,manufacturing method,,
,eclipse plugin,manufacturing method,,
,syndeia,manufacturing method,,
,isight,manufacturing method,,
,fsms,manufacturing method,,
,surrogate model repository,manufacturing method,,
,solidedge,manufacturing method,,
,ideas,manufacturing method,,
,oracle server,manufacturing method,,
,wikipedia,manufacturing method,,
,daedalus,manufacturing method,,
,triple store,manufacturing method,,
,modelcenter,manufacturing method,,
,catia,manufacturing method,,
,jade,manufacturing method,,
,reasoner,manufacturing method,,
,fortran application,manufacturing method,,
,product data management system,manufacturing method,,
,ceasiom,manufacturing method,,
,imagenet,manufacturing method,,
,excel,manufacturing method,,
,file server,manufacturing method,,
,visualization package,manufacturing method,,
,openmdao,manufacturing method,,
,git,manufacturing method,,
,brics,manufacturing method,,
,vivisimo,manufacturing method,,
,tr,manufacturing method,,
,matlab,manufacturing method,,
,spss,manufacturing method,,
,web server,manufacturing method,,
,data mining,manufacturing method,,
,whatsopt,manufacturing method,,
,kaon,manufacturing method,,
,janus,manufacturing method,,
,python application,manufacturing method,,
,express application,manufacturing method,,
,hyper-pareto frontier visualization,manufacturing method,,
,tigl,manufacturing method,,
,share point,manufacturing method,,
,aaa,manufacturing method,,
,optimus workflow management tool,manufacturing method,,
,outlook,manufacturing method,,
,api,manufacturing method,,
,ug,manufacturing method,,
,tixi,manufacturing method,,
,sumo,manufacturing method,,
,rce,manufacturing method,,
,cad programming interface,manufacturing method,,
,pykechain,manufacturing method,,
,semsearch,manufacturing method,,
,java application,manufacturing method,,
, engineering java programming,manufacturing method,,
,access,manufacturing method,,
,flops,manufacturing method,,
,multilinq,manufacturing method,,
,oracle,manufacturing method,,
,jupyter notebook,manufacturing method,,
,expert systems,manufacturing method,,
,multi-agent collaborative system,manufacturing method,,
,sas,manufacturing method,,
,eclipse,manufacturing method,,
,networkx,manufacturing method,,
,google,manufacturing method,,
,solidworks,manufacturing method,,
,workflow systems,manufacturing method,,
,ke-chain,manufacturing method,,
,word,manufacturing method,,
,texttoonto,manufacturing method,,
,mopcssoviz,manufacturing method,,
,brics technology,manufacturing method,,
,proteus,manufacturing method,,
,prado,manufacturing method,,
,protégé,manufacturing method,,
,optimus,manufacturing method,,
,gkn fokker,manufacturing method,,
,web-based decision tool,manufacturing method,,
,,manufacturing method,nasa taxonomy,
,,manufacturing method,orbital space environment domain ontology,
,,manufacturing method,sysml,
,,manufacturing method,mdax,
,,manufacturing method,sql,
,,manufacturing method,airspace system ontology,
,,manufacturing method,topic maps,
,,manufacturing method,openvsp,
,,manufacturing method,uml,
,,manufacturing method,addam,
,,manufacturing method,fortan,
,,manufacturing method,postgresql,
,,manufacturing method,kadmos,
,,manufacturing method,sparql,
,,manufacturing method,codex,
,,manufacturing method,bond graphs,
,,manufacturing method,vba,
,,manufacturing method,rds,
,,manufacturing method,xquery,
,,manufacturing method,sysml ,
,,manufacturing method,owl dl,
,,manufacturing method,cco,
,,manufacturing method,owl-ql,
,,manufacturing method,express,
,,manufacturing method,cypher,
,,manufacturing method,multiwordnet,
,,manufacturing method,cmdows,
,,manufacturing method,aerospace ontology,
,,manufacturing method,rvf,
,,manufacturing method,python,
,,manufacturing method,bfo,
,,manufacturing method,dtad,
,,manufacturing method,xml-schema-definition,
,,manufacturing method,wordnet,
,,manufacturing method,nosql,
,,manufacturing method,,dwf
,,manufacturing method,,wmv
,,manufacturing method,,csv
,,manufacturing method,,dwg
,,manufacturing method,,postscript
,,manufacturing method,,json
,,manufacturing method,,pdf
,,manufacturing method,,parasolid
,,manufacturing method,,igs
,,manufacturing method,,jpg
,,manufacturing method,,html
,,manufacturing method,,flash
,,manufacturing method,,vrml
,,manufacturing method,,jpgs
,,manufacturing method,,step
,,manufacturing method,,wav
,,manufacturing method,,mov
,,manufacturing method,,flat file
,,manufacturing method,,database
,,manufacturing method,,iges
,,manufacturing method,,acis
,,manufacturing method,,ms word
,,manufacturing method,,txt
,,manufacturing method,,tiff
,,manufacturing method,,add
,,manufacturing method,,owl
,,manufacturing method,,ms excel
,,manufacturing method,,png
,,manufacturing method,,dxf
,,manufacturing method,,cpacs
,,manufacturing method,,soap
,,manufacturing method,,ad_asm
,,manufacturing method,,rdf
,,manufacturing method,,jpeg
,,manufacturing method,,xml
,,manufacturing method,,stl
,,manufacturing method,,gif
,,manufacturing method,,ad_prt
,,manufacturing method,,mpeg
,,manufacturing method,,wrp
,,manufacturing method,,direct api
life cycle simulation,,ontology,,
nation decision,,ontology,,
system identification,,ontology,,
alm,,ontology,,
descriptive information generation,,ontology,,
disciplinary analysis,,ontology,,
flight test,,ontology,,
convert file formats,,ontology,,
knowledge base building,,ontology,,
knowledge management,,ontology,,
product support,,ontology,,
optimization,,ontology,,
information clustering,,ontology,,
knowledge exploration,,ontology,,
information sharing,,ontology,,
product data management,,ontology,,
design concepts formalization,,ontology,,
calculation report,,ontology,,
training,,ontology,,
software interlinking,,ontology,,
evaluation,,ontology,,
system arch,,ontology,,
manufacturing,,ontology,,
semantic lexicon,,ontology,,
authoring,,ontology,,
plm,,ontology,,
information search,,ontology,,
share documents,,ontology,,
workflow management,,ontology,,
crawling,,ontology,,
review,,ontology,,
multidisciplinary modeling,,ontology,,
wide body transports,,ontology,,
semantic information transferring,,ontology,,
knowledge engineering,,ontology,,
processe data,,ontology,,
structural solver,,ontology,,
manufacturing preparation,,ontology,,
knowledge capture,,ontology,,
knowledge systematisation,,ontology,,
knowledge storage,,ontology,,
product verification,,ontology,,
design blueprint,,ontology,,
system design,,ontology,,
check,,ontology,,
accessory manufacture,,ontology,,
information push,,ontology,,
manufacture,,ontology,,
general assembly,,ontology,,
wf execution,,ontology,,
automated reasoning,,ontology,,
solving,,ontology,,
navigation,,ontology,,
business process integration,,ontology,,
enterprise resource planning,,ontology,,
design,,ontology,,
system specification,,ontology,,
information classification,,ontology,,
system synthesis,,ontology,,
knowledge discovery,,ontology,,
test report,,ontology,,
context inference,,ontology,,
activity profiling,,ontology,,
decision support,,ontology,,
access product design data,,ontology,,
engine analysis,,ontology,,
mission analysis,,ontology,,
detailed,,ontology,,
preliminary design,,ontology,,
processing,,ontology,,
ontological engineering,,ontology,,
failure,,ontology,,
interest profiling,,ontology,,
summarizing,,ontology,,
data visualization,,ontology,,
knowledge interaction,,ontology,,
knowledge classification,,ontology,,
ontology modeling,,ontology,,
certification,,ontology,,
analysis,,ontology,,
engine accessory purchase,,ontology,,
flight test report,,ontology,,
express ontology,,ontology,,
airworthiness test,,ontology,,
multimedia document processing,,ontology,,
semantic representation,,ontology,,
inference,,ontology,,
problem solving,,ontology,,
recycling,,ontology,,
link analysis,,ontology,,
physical sensing,,ontology,,
concept design,,ontology,,
system architecting,,ontology,,
project planning,,ontology,,
creation,,ontology,,
dissemination,,ontology,,
resource description,,ontology,,
mdo process formulation,,ontology,,
acquisition,,ontology,,
configuration management,,ontology,,
generate fem model,,ontology,,
issue tc pc ac certification,,ontology,,
design space visualization,,ontology,,
mdao,,ontology,,
system integration,,ontology,,
tooling development,,ontology,,
detailed design,,ontology,,
scheduling,,ontology,,
development,,ontology,,
data storage,,ontology,,
data validation,,ontology,,
analyzing,,ontology,,
flight-test preparation,,ontology,,
reasoning,,ontology,,
customer service,,ontology,,
identify different tooling types,,ontology,,
conceptual modelling,,ontology,,
ground test,,ontology,,
feature processing,,ontology,,
failure management,,ontology,,
knowledge based engineering,,ontology,,
product design,,ontology,,
archive,,ontology,,
,cloud visualization,ontology,,
,inverted index,ontology,,
,tornado,ontology,,
,learning tools,ontology,,
,nextgen avionics systems,ontology,,
,eclipse plugin,ontology,,
,syndeia,ontology,,
,isight,ontology,,
,fsms,ontology,,
,surrogate model repository,ontology,,
,ideas,ontology,,
,oracle server,ontology,,
,wikipedia,ontology,,
,daedalus,ontology,,
,triple store,ontology,,
,modelcenter,ontology,,
,catia,ontology,,
,jade,ontology,,
,reasoner,ontology,,
,fortran application,ontology,,
,product data management system,ontology,,
,ceasiom,ontology,,
,imagenet,ontology,,
,excel,ontology,,
,file server,ontology,,
,visualization package,ontology,,
,openmdao,ontology,,
,git,ontology,,
,brics,ontology,,
,vivisimo,ontology,,
,tr,ontology,,
,matlab,ontology,,
,spss,ontology,,
,web server,ontology,,
,data mining,ontology,,
,whatsopt,ontology,,
,kaon,ontology,,
,janus,ontology,,
,python application,ontology,,
,express application,ontology,,
,hyper-pareto frontier visualization,ontology,,
,tigl,ontology,,
,qfview web interface,ontology,,
,saxon,ontology,,
,share point,ontology,,
,aaa,ontology,,
,optimus workflow management tool,ontology,,
,outlook,ontology,,
,api,ontology,,
,ug,ontology,,
,tixi,ontology,,
,sumo,ontology,,
,rce,ontology,,
,cad programming interface,ontology,,
,semsearch,ontology,,
,java application,ontology,,
, engineering java programming,ontology,,
,access,ontology,,
,flops,ontology,,
,multilinq,ontology,,
,oracle,ontology,,
,jupyter notebook,ontology,,
,cfview,ontology,,
,expert systems,ontology,,
,multi-agent collaborative system,ontology,,
,sas,ontology,,
,eclipse,ontology,,
,networkx,ontology,,
,google,ontology,,
,solidworks,ontology,,
,workflow systems,ontology,,
,ke-chain,ontology,,
,word,ontology,,
,texttoonto,ontology,,
,brics technology,ontology,,
,proteus,ontology,,
,prado,ontology,,
,protégé,ontology,,
,optimus,ontology,,
,web-based decision tool,ontology,,
,,ontology,nasa taxonomy,
,,ontology,orbital space environment domain ontology,
,,ontology,sysml,
,,ontology,mdax,
,,ontology,sql,
,,ontology,airspace system ontology,
,,ontology,topic maps,
,,ontology,yawl,
,,ontology,serql,
,,ontology,openvsp,
,,ontology,vampzero,
,,ontology,uml,
,,ontology,addam,
,,ontology,postgresql,
,,ontology,kadmos,
,,ontology,sparql,
,,ontology,codex,
,,ontology,bond graphs,
,,ontology,vba,
,,ontology,rds,
,,ontology,xquery,
,,ontology,sysml ,
,,ontology,owl dl,
,,ontology,cco,
,,ontology,owl-ql,
,,ontology,express,
,,ontology,cypher,
,,ontology,multiwordnet,
,,ontology,cmdows,
,,ontology,aerospace ontology,
,,ontology,rvf,
,,ontology,python,
,,ontology,bfo,
,,ontology,dtad,
,,ontology,xml-schema-definition,
,,ontology,wordnet,
,,ontology,nosql,
,,ontology,,dwf
,,ontology,,wmv
,,ontology,,csv
,,ontology,,dwg
,,ontology,,postscript
,,ontology,,json
,,ontology,,pdf
,,ontology,,parasolid
,,ontology,,igs
,,ontology,,jpg
,,ontology,,html
,,ontology,,flash
,,ontology,,vrml
,,ontology,,jpgs
,,ontology,,step
,,ontology,,wav
,,ontology,,mov
,,ontology,,flat file
,,ontology,,database
,,ontology,,iges
,,ontology,,acis
,,ontology,,ms word
,,ontology,,txt
,,ontology,,tiff
,,ontology,,add
,,ontology,,owl
,,ontology,,ms excel
,,ontology,,png
,,ontology,,dxf
,,ontology,,cpacs
,,ontology,,soap
,,ontology,,ad_asm
,,ontology,,rdf
,,ontology,,jpeg
,,ontology,,xml
,,ontology,,stl
,,ontology,,gif
,,ontology,,ad_prt
,,ontology,,mpeg
,,ontology,,wrp
,,ontology,,direct api
life cycle simulation,,point clouds,,
system identification,,point clouds,,
descriptive information generation,,point clouds,,
disciplinary analysis,,point clouds,,
flight test,,point clouds,,
convert file formats,,point clouds,,
knowledge base building,,point clouds,,
knowledge management,,point clouds,,
product support,,point clouds,,
optimization,,point clouds,,
knowledge exploration,,point clouds,,
information sharing,,point clouds,,
product data management,,point clouds,,
calculation report,,point clouds,,
training,,point clouds,,
evaluation,,point clouds,,
system arch,,point clouds,,
manufacturing,,point clouds,,
semantic lexicon,,point clouds,,
information search,,point clouds,,
workflow management,,point clouds,,
review,,point clouds,,
multidisciplinary modeling,,point clouds,,
knowledge engineering,,point clouds,,
structural solver,,point clouds,,
manufacturing preparation,,point clouds,,
knowledge capture,,point clouds,,
knowledge storage,,point clouds,,
product verification,,point clouds,,
design blueprint,,point clouds,,
system design,,point clouds,,
check,,point clouds,,
information push,,point clouds,,
manufacture,,point clouds,,
general assembly,,point clouds,,
automated reasoning,,point clouds,,
navigation,,point clouds,,
business process integration,,point clouds,,
enterprise resource planning,,point clouds,,
design,,point clouds,,
system specification,,point clouds,,
information classification,,point clouds,,
system synthesis,,point clouds,,
knowledge discovery,,point clouds,,
test report,,point clouds,,
context inference,,point clouds,,
decision support,,point clouds,,
access product design data,,point clouds,,
engine analysis,,point clouds,,
mission analysis,,point clouds,,
detailed,,point clouds,,
preliminary design,,point clouds,,
processing,,point clouds,,
ontological engineering,,point clouds,,
failure,,point clouds,,
data visualization,,point clouds,,
knowledge interaction,,point clouds,,
knowledge classification,,point clouds,,
ontology modeling,,point clouds,,
certification,,point clouds,,
analysis,,point clouds,,
flight test report,,point clouds,,
express ontology,,point clouds,,
multimedia document processing,,point clouds,,
semantic representation,,point clouds,,
inference,,point clouds,,
link analysis,,point clouds,,
physical sensing,,point clouds,,
concept design,,point clouds,,
project planning,,point clouds,,
creation,,point clouds,,
dissemination,,point clouds,,
resource description,,point clouds,,
mdo process formulation,,point clouds,,
acquisition,,point clouds,,
configuration management,,point clouds,,
design space visualization,,point clouds,,
system integration,,point clouds,,
tooling development,,point clouds,,
detailed design,,point clouds,,
scheduling,,point clouds,,
development,,point clouds,,
data storage,,point clouds,,
data validation,,point clouds,,
flight-test preparation,,point clouds,,
reasoning,,point clouds,,
customer service,,point clouds,,
conceptual modelling,,point clouds,,
ground test,,point clouds,,
feature processing,,point clouds,,
failure management,,point clouds,,
knowledge based engineering,,point clouds,,
product design,,point clouds,,
archive,,point clouds,,
,cloud visualization,point clouds,,
,learning tools,point clouds,,
,wikipedia,point clouds,,
,triple store,point clouds,,
,catia,point clouds,,
,reasoner,point clouds,,
,fortran application,point clouds,,
,product data management system,point clouds,,
,excel,point clouds,,
,file server,point clouds,,
,visualization package,point clouds,,
,tr,point clouds,,
,matlab,point clouds,,
,web server,point clouds,,
,data mining,point clouds,,
,express application,point clouds,,
,share point,point clouds,,
,api,point clouds,,
,cad programming interface,point clouds,,
,java application,point clouds,,
, engineering java programming,point clouds,,
,access,point clouds,,
,expert systems,point clouds,,
,multi-agent collaborative system,point clouds,,
,sas,point clouds,,
,google,point clouds,,
,solidworks,point clouds,,
,workflow systems,point clouds,,
,word,point clouds,,
,web-based decision tool,point clouds,,
,,point clouds,nasa taxonomy,
,,point clouds,topic maps,
,,point clouds,uml,
,,point clouds,sparql,
,,point clouds,owl dl,
,,point clouds,express,
,,point clouds,aerospace ontology,
,,point clouds,xml-schema-definition,
,,point clouds,nosql,
,,point clouds,,dwf
,,point clouds,,wmv
,,point clouds,,dwg
,,point clouds,,postscript
,,point clouds,,pdf
,,point clouds,,igs
,,point clouds,,jpg
,,point clouds,,html
,,point clouds,,flash
,,point clouds,,vrml
,,point clouds,,jpgs
,,point clouds,,step
,,point clouds,,wav
,,point clouds,,mov
,,point clouds,,flat file
,,point clouds,,database
,,point clouds,,iges
,,point clouds,,acis
,,point clouds,,ms word
,,point clouds,,txt
,,point clouds,,tiff
,,point clouds,,add
,,point clouds,,owl
,,point clouds,,ms excel
,,point clouds,,dxf
,,point clouds,,ad_asm
,,point clouds,,rdf
,,point clouds,,jpeg
,,point clouds,,xml
,,point clouds,,stl
,,point clouds,,gif
,,point clouds,,ad_prt
,,point clouds,,mpeg
,,point clouds,,wrp
,,point clouds,,direct api
life cycle simulation,,quantity,,
nation decision,,quantity,,
system identification,,quantity,,
alm,,quantity,,
descriptive information generation,,quantity,,
disciplinary analysis,,quantity,,
flight test,,quantity,,
convert file formats,,quantity,,
knowledge base building,,quantity,,
knowledge management,,quantity,,
product support,,quantity,,
optimization,,quantity,,
information clustering,,quantity,,
knowledge exploration,,quantity,,
information sharing,,quantity,,
product data management,,quantity,,
design concepts formalization,,quantity,,
calculation report,,quantity,,
training,,quantity,,
evaluation,,quantity,,
system arch,,quantity,,
manufacturing,,quantity,,
semantic lexicon,,quantity,,
authoring,,quantity,,
plm,,quantity,,
information search,,quantity,,
share documents,,quantity,,
workflow management,,quantity,,
review,,quantity,,
multidisciplinary modeling,,quantity,,
wide body transports,,quantity,,
semantic information transferring,,quantity,,
knowledge engineering,,quantity,,
structural solver,,quantity,,
manufacturing preparation,,quantity,,
knowledge capture,,quantity,,
knowledge storage,,quantity,,
product verification,,quantity,,
design blueprint,,quantity,,
system design,,quantity,,
check,,quantity,,
accessory manufacture,,quantity,,
information push,,quantity,,
manufacture,,quantity,,
general assembly,,quantity,,
wf execution,,quantity,,
automated reasoning,,quantity,,
solving,,quantity,,
navigation,,quantity,,
business process integration,,quantity,,
enterprise resource planning,,quantity,,
design,,quantity,,
system specification,,quantity,,
information classification,,quantity,,
system synthesis,,quantity,,
knowledge discovery,,quantity,,
test report,,quantity,,
context inference,,quantity,,
activity profiling,,quantity,,
decision support,,quantity,,
access product design data,,quantity,,
engine analysis,,quantity,,
mission analysis,,quantity,,
detailed,,quantity,,
preliminary design,,quantity,,
processing,,quantity,,
ontological engineering,,quantity,,
failure,,quantity,,
interest profiling,,quantity,,
summarizing,,quantity,,
data visualization,,quantity,,
knowledge interaction,,quantity,,
knowledge classification,,quantity,,
ontology modeling,,quantity,,
certification,,quantity,,
analysis,,quantity,,
flight test report,,quantity,,
express ontology,,quantity,,
airworthiness test,,quantity,,
multimedia document processing,,quantity,,
semantic representation,,quantity,,
inference,,quantity,,
problem solving,,quantity,,
recycling,,quantity,,
link analysis,,quantity,,
physical sensing,,quantity,,
concept design,,quantity,,
system architecting,,quantity,,
project planning,,quantity,,
creation,,quantity,,
dissemination,,quantity,,
resource description,,quantity,,
mdo process formulation,,quantity,,
acquisition,,quantity,,
configuration management,,quantity,,
generate fem model,,quantity,,
issue tc pc ac certification,,quantity,,
design space visualization,,quantity,,
mdao,,quantity,,
system integration,,quantity,,
tooling development,,quantity,,
detailed design,,quantity,,
scheduling,,quantity,,
development,,quantity,,
data storage,,quantity,,
data validation,,quantity,,
analyzing,,quantity,,
flight-test preparation,,quantity,,
reasoning,,quantity,,
customer service,,quantity,,
conceptual modelling,,quantity,,
ground test,,quantity,,
feature processing,,quantity,,
failure management,,quantity,,
knowledge based engineering,,quantity,,
product design,,quantity,,
archive,,quantity,,
,cloud visualization,quantity,,
,inverted index,quantity,,
,tornado,quantity,,
,learning tools,quantity,,
,nextgen avionics systems,quantity,,
,pest,quantity,,
,eclipse plugin,quantity,,
,syndeia,quantity,,
,isight,quantity,,
,fsms,quantity,,
,surrogate model repository,quantity,,
,solidedge,quantity,,
,ideas,quantity,,
,oracle server,quantity,,
,wikipedia,quantity,,
,triple store,quantity,,
,modelcenter,quantity,,
,catia,quantity,,
,jade,quantity,,
,reasoner,quantity,,
,fortran application,quantity,,
,product data management system,quantity,,
,ceasiom,quantity,,
,imagenet,quantity,,
,excel,quantity,,
,file server,quantity,,
,visualization package,quantity,,
,openmdao,quantity,,
,git,quantity,,
,brics,quantity,,
,tr,quantity,,
,matlab,quantity,,
,spss,quantity,,
,web server,quantity,,
,data mining,quantity,,
,whatsopt,quantity,,
,python application,quantity,,
,express application,quantity,,
,hyper-pareto frontier visualization,quantity,,
,tigl,quantity,,
,share point,quantity,,
,aaa,quantity,,
,optimus workflow management tool,quantity,,
,outlook,quantity,,
,api,quantity,,
,tixi,quantity,,
,sumo,quantity,,
,rce,quantity,,
,cad programming interface,quantity,,
,java application,quantity,,
, engineering java programming,quantity,,
,access,quantity,,
,flops,quantity,,
,multilinq,quantity,,
,oracle,quantity,,
,expert systems,quantity,,
,multi-agent collaborative system,quantity,,
,sas,quantity,,
,eclipse,quantity,,
,networkx,quantity,,
,google,quantity,,
,solidworks,quantity,,
,workflow systems,quantity,,
,ke-chain,quantity,,
,word,quantity,,
,brics technology,quantity,,
,proteus,quantity,,
,prado,quantity,,
,protégé,quantity,,
,optimus,quantity,,
,web-based decision tool,quantity,,
,,quantity,nasa taxonomy,
,,quantity,orbital space environment domain ontology,
,,quantity,sysml,
,,quantity,mdax,
,,quantity,sql,
,,quantity,airspace system ontology,
,,quantity,topic maps,
,,quantity,openvsp,
,,quantity,uml,
,,quantity,addam,
,,quantity,fortan,
,,quantity,postgresql,
,,quantity,kadmos,
,,quantity,sparql,
,,quantity,codex,
,,quantity,bond graphs,
,,quantity,vba,
,,quantity,rds,
,,quantity,sysml ,
,,quantity,owl dl,
,,quantity,cco,
,,quantity,owl-ql,
,,quantity,express,
,,quantity,cypher,
,,quantity,cmdows,
,,quantity,aerospace ontology,
,,quantity,rvf,
,,quantity,python,
,,quantity,bfo,
,,quantity,xml-schema-definition,
,,quantity,wordnet,
,,quantity,nosql,
,,quantity,,dwf
,,quantity,,wmv
,,quantity,,csv
,,quantity,,dwg
,,quantity,,postscript
,,quantity,,json
,,quantity,,pdf
,,quantity,,parasolid
,,quantity,,igs
,,quantity,,jpg
,,quantity,,html
,,quantity,,flash
,,quantity,,vrml
,,quantity,,jpgs
,,quantity,,step
,,quantity,,wav
,,quantity,,mov
,,quantity,,flat file
,,quantity,,database
,,quantity,,iges
