process,software,data item,data model,data format specification
automated reasoning,product data management system,,,
system architecting,product data management system,,,
share documents,product data management system,,,
context inference,product data management system,,,
inference,product data management system,,,
scheduling,product data management system,,,
mission analysis,product data management system,,,
product design,product data management system,,,
manufacturing preparation,product data management system,,,
workflow management,product data management system,,,
check,product data management system,,,
engine analysis,product data management system,,,
resource description,product data management system,,,
flight-test preparation,product data management system,,,
analyzing,product data management system,,,
system design,product data management system,,,
link analysis,product data management system,,,
information classification,product data management system,,,
feature processing,product data management system,,,
information push,product data management system,,,
enterprise resource planning,product data management system,,,
detailed,product data management system,,,
flight test,product data management system,,,
semantic representation,product data management system,,,
plm,product data management system,,,
solving,product data management system,,,
calculation report,product data management system,,,
navigation,product data management system,,,
system integration,product data management system,,,
airworthiness test,product data management system,,,
convert file formats,product data management system,,,
nation decision,product data management system,,,
reasoning,product data management system,,,
creation,product data management system,,,
crawling,product data management system,,,
knowledge engineering,product data management system,,,
knowledge storage,product data management system,,,
configuration management,product data management system,,,
knowledge base building,product data management system,,,
design space visualization,product data management system,,,
system synthesis,product data management system,,,
test report,product data management system,,,
optimization,product data management system,,,
physical sensing,product data management system,,,
data visualization,product data management system,,,
alm,product data management system,,,
,product data management system,forms,,
,product data management system,audio,,
,product data management system,live video,,
,product data management system,quantity,,
,product data management system,tools needed,,
,product data management system,lexical data,,
,product data management system,sysml model,,
,product data management system,business logic,,
,product data management system,system definition,,
,product data management system,material,,
,product data management system,external web page,,
,product data management system,tooling parts,,
,product data management system,measurement data,,
,product data management system,design parts,,
,product data management system,description,,
,product data management system,object definitions,,
,product data management system,documents,,
,product data management system,taxonomy,,
,product data management system,bom,,
,product data management system,implicit geometry,,
,product data management system,explicit geometry,,
,product data management system,metadata,,
,product data management system,ontology,,
,product data management system,section description,,
,product data management system,process definitions,,
,product data management system,manufacturing method,,
,product data management system,knowledge base,,
,product data management system,word doc,,
,product data management system,cad,,
,product data management system,animation,,
,product data management system,cad representation,,
,product data management system,cfd simulation data,,
,product data management system,images,,
,product data management system,image,,
,product data management system,difficulty,,
,product data management system,knowledge graph,,
,product data management system,assemblies,,
,product data management system,cfd code,,
,product data management system,video,,
,product data management system,mind map,,
,product data management system,,aerospace ontology,
,product data management system,,owl-ql,
,product data management system,,owl dl,
,product data management system,,uml,
,product data management system,,sysml ,
,product data management system,,topic maps,
,product data management system,,sql,
,product data management system,,xml-schema-definition,
,product data management system,,rds,
,product data management system,,nasa taxonomy,
,product data management system,,wordnet,
,product data management system,,python,
,product data management system,,sysml,
,product data management system,,sparql,
,product data management system,,cco,
,product data management system,,express,
,product data management system,,vba,
,product data management system,,,igs
,product data management system,,,mov
,product data management system,,,cpacs
,product data management system,,,ad_asm
,product data management system,,,direct api
,product data management system,,,database
,product data management system,,,wav
,product data management system,,,ms excel
,product data management system,,,stl
,product data management system,,,json
,product data management system,,,iges
,product data management system,,,xml
,product data management system,,,step
,product data management system,,,pdf
,product data management system,,,vrml
,product data management system,,,html
,product data management system,,,owl
,product data management system,,,add
,product data management system,,,flat file
,product data management system,,,ms word
,product data management system,,,tiff
,product data management system,,,rdf
,product data management system,,,csv
knowledge based engineering,protégé,,,
business process integration,protégé,,,
preliminary design,protégé,,,
knowledge interaction,protégé,,,
multidisciplinary modeling,protégé,,,
processing,protégé,,,
information sharing,protégé,,,
evaluation,protégé,,,
manufacturing,protégé,,,
life cycle simulation,protégé,,,
information search,protégé,,,
product support,protégé,,,
design,protégé,,,
ground test,protégé,,,
data validation,protégé,,,
acquisition,protégé,,,
manufacture,protégé,,,
ontology modeling,protégé,,,
conceptual modelling,protégé,,,
knowledge exploration,protégé,,,
knowledge classification,protégé,,,
system identification,protégé,,,
knowledge capture,protégé,,,
express ontology,protégé,,,
analysis,protégé,,,
knowledge management,protégé,,,
development,protégé,,,
detailed design,protégé,,,
ontological engineering,protégé,,,
decision support,protégé,,,
system specification,protégé,,,
design concepts formalization,protégé,,,
product verification,protégé,,,
archive,protégé,,,
concept design,protégé,,,
product data management,protégé,,,
review,protégé,,,
access product design data,protégé,,,
share documents,protégé,,,
context inference,protégé,,,
inference,protégé,,,
scheduling,protégé,,,
product design,protégé,,,
check,protégé,,,
engine analysis,protégé,,,
resource description,protégé,,,
system design,protégé,,,
link analysis,protégé,,,
information classification,protégé,,,
detailed,protégé,,,
semantic representation,protégé,,,
system integration,protégé,,,
reasoning,protégé,,,
creation,protégé,,,
knowledge engineering,protégé,,,
configuration management,protégé,,,
knowledge base building,protégé,,,
design space visualization,protégé,,,
test report,protégé,,,
optimization,protégé,,,
data visualization,protégé,,,
,protégé,audio,,
,protégé,business logic,,
,protégé,system definition,,
,protégé,material,,
,protégé,measurement data,,
,protégé,description,,
,protégé,documents,,
,protégé,taxonomy,,
,protégé,ontology,,
,protégé,section description,,
,protégé,manufacturing method,,
,protégé,knowledge base,,
,protégé,cad,,
,protégé,cad representation,,
,protégé,image,,
,protégé,difficulty,,
,protégé,knowledge graph,,
,protégé,video,,
,protégé,mind map,,
,protégé,,aerospace ontology,
,protégé,,owl dl,
,protégé,,uml,
,protégé,,topic maps,
,protégé,,nasa taxonomy,
,protégé,,express,
,protégé,,,direct api
,protégé,,,database
,protégé,,,xml
,protégé,,,step
,protégé,,,owl
,protégé,,,add
,protégé,,,rdf
knowledge based engineering,excel,,,
business process integration,excel,,,
training,excel,,,
preliminary design,excel,,,
information clustering,excel,,,
knowledge interaction,excel,,,
multidisciplinary modeling,excel,,,
processing,excel,,,
information sharing,excel,,,
evaluation,excel,,,
manufacturing,excel,,,
life cycle simulation,excel,,,
mdo process formulation,excel,,,
information search,excel,,,
design blueprint,excel,,,
product support,excel,,,
design,excel,,,
certification,excel,,,
ground test,excel,,,
data validation,excel,,,
structural solver,excel,,,
disciplinary analysis,excel,,,
acquisition,excel,,,
tooling development,excel,,,
manufacture,excel,,,
ontology modeling,excel,,,
general assembly,excel,,,
conceptual modelling,excel,,,
failure,excel,,,
data storage,excel,,,
knowledge exploration,excel,,,
knowledge classification,excel,,,
system identification,excel,,,
knowledge capture,excel,,,
express ontology,excel,,,
analysis,excel,,,
knowledge management,excel,,,
development,excel,,,
detailed design,excel,,,
knowledge discovery,excel,,,
failure management,excel,,,
project planning,excel,,,
dissemination,excel,,,
ontological engineering,excel,,,
problem solving,excel,,,
decision support,excel,,,
system arch,excel,,,
flight test report,excel,,,
customer service,excel,,,
system specification,excel,,,
design concepts formalization,excel,,,
product verification,excel,,,
archive,excel,,,
concept design,excel,,,
product data management,excel,,,
review,excel,,,
access product design data,excel,,,
automated reasoning,excel,,,
share documents,excel,,,
context inference,excel,,,
inference,excel,,,
scheduling,excel,,,
mission analysis,excel,,,
product design,excel,,,
manufacturing preparation,excel,,,
workflow management,excel,,,
check,excel,,,
engine analysis,excel,,,
resource description,excel,,,
flight-test preparation,excel,,,
analyzing,excel,,,
system design,excel,,,
link analysis,excel,,,
information classification,excel,,,
feature processing,excel,,,
information push,excel,,,
enterprise resource planning,excel,,,
detailed,excel,,,
flight test,excel,,,
semantic representation,excel,,,
plm,excel,,,
solving,excel,,,
calculation report,excel,,,
navigation,excel,,,
system integration,excel,,,
convert file formats,excel,,,
nation decision,excel,,,
reasoning,excel,,,
creation,excel,,,
crawling,excel,,,
knowledge engineering,excel,,,
knowledge storage,excel,,,
configuration management,excel,,,
knowledge base building,excel,,,
design space visualization,excel,,,
system synthesis,excel,,,
test report,excel,,,
optimization,excel,,,
data visualization,excel,,,
alm,excel,,,
,excel,forms,,
,excel,audio,,
,excel,live video,,
,excel,quantity,,
,excel,tools needed,,
,excel,sysml model,,
,excel,business logic,,
,excel,system definition,,
,excel,material,,
,excel,external web page,,
,excel,tooling parts,,
,excel,measurement data,,
,excel,design parts,,
,excel,description,,
,excel,documents,,
,excel,taxonomy,,
,excel,bom,,
,excel,implicit geometry,,
,excel,explicit geometry,,
,excel,ontology,,
,excel,section description,,
,excel,manufacturing method,,
,excel,knowledge base,,
,excel,word doc,,
,excel,cad,,
,excel,animation,,
,excel,cad representation,,
,excel,cfd simulation data,,
,excel,images,,
,excel,image,,
,excel,difficulty,,
,excel,knowledge graph,,
,excel,assemblies,,
,excel,cfd code,,
,excel,video,,
,excel,mind map,,
,excel,,aerospace ontology,
,excel,,owl dl,
,excel,,uml,
,excel,,sysml ,
,excel,,sql,
,excel,,xml-schema-definition,
,excel,,rds,
,excel,,python,
,excel,,sysml,
,excel,,express,
,excel,,,mov
,excel,,,ad_asm
,excel,,,direct api
,excel,,,database
,excel,,,wav
,excel,,,ms excel
,excel,,,stl
,excel,,,json
,excel,,,xml
,excel,,,step
,excel,,,pdf
,excel,,,html
,excel,,,owl
,excel,,,add
,excel,,,flat file
,excel,,,ms word
,excel,,,tiff
,excel,,,rdf
,excel,,,csv
knowledge based engineering,share point,,,
business process integration,share point,,,
training,share point,,,
preliminary design,share point,,,
information clustering,share point,,,
knowledge interaction,share point,,,
semantic lexicon,share point,,,
multidisciplinary modeling,share point,,,
processing,share point,,,
information sharing,share point,,,
evaluation,share point,,,
manufacturing,share point,,,
life cycle simulation,share point,,,
mdo process formulation,share point,,,
information search,share point,,,
design blueprint,share point,,,
product support,share point,,,
design,share point,,,
certification,share point,,,
ground test,share point,,,
processe data,share point,,,
generate fem model,share point,,,
data validation,share point,,,
structural solver,share point,,,
disciplinary analysis,share point,,,
acquisition,share point,,,
tooling development,share point,,,
manufacture,share point,,,
ontology modeling,share point,,,
general assembly,share point,,,
conceptual modelling,share point,,,
failure,share point,,,
data storage,share point,,,
knowledge exploration,share point,,,
knowledge classification,share point,,,
system identification,share point,,,
knowledge capture,share point,,,
express ontology,share point,,,
analysis,share point,,,
knowledge management,share point,,,
development,share point,,,
detailed design,share point,,,
recycling,share point,,,
knowledge discovery,share point,,,
failure management,share point,,,
project planning,share point,,,
dissemination,share point,,,
ontological engineering,share point,,,
problem solving,share point,,,
decision support,share point,,,
system arch,share point,,,
flight test report,share point,,,
customer service,share point,,,
system specification,share point,,,
design concepts formalization,share point,,,
product verification,share point,,,
archive,share point,,,
concept design,share point,,,
product data management,share point,,,
review,share point,,,
access product design data,share point,,,
automated reasoning,share point,,,
share documents,share point,,,
context inference,share point,,,
inference,share point,,,
scheduling,share point,,,
mission analysis,share point,,,
product design,share point,,,
manufacturing preparation,share point,,,
workflow management,share point,,,
check,share point,,,
engine analysis,share point,,,
resource description,share point,,,
flight-test preparation,share point,,,
analyzing,share point,,,
system design,share point,,,
link analysis,share point,,,
information classification,share point,,,
feature processing,share point,,,
information push,share point,,,
enterprise resource planning,share point,,,
detailed,share point,,,
flight test,share point,,,
semantic representation,share point,,,
plm,share point,,,
solving,share point,,,
calculation report,share point,,,
navigation,share point,,,
system integration,share point,,,
airworthiness test,share point,,,
convert file formats,share point,,,
nation decision,share point,,,
reasoning,share point,,,
creation,share point,,,
crawling,share point,,,
knowledge engineering,share point,,,
knowledge storage,share point,,,
configuration management,share point,,,
knowledge base building,share point,,,
design space visualization,share point,,,
system synthesis,share point,,,
test report,share point,,,
optimization,share point,,,
physical sensing,share point,,,
data visualization,share point,,,
alm,share point,,,
,share point,forms,,
,share point,audio,,
,share point,live video,,
,share point,quantity,,
,share point,tools needed,,
,share point,lexical data,,
,share point,sysml model,,
,share point,business logic,,
,share point,system definition,,
,share point,material,,
,share point,external web page,,
,share point,tooling parts,,
,share point,measurement data,,
,share point,design parts,,
,share point,description,,
,share point,object definitions,,
,share point,documents,,
,share point,taxonomy,,
,share point,bom,,
,share point,implicit geometry,,
,share point,explicit geometry,,
,share point,metadata,,
,share point,ontology,,
,share point,section description,,
,share point,process definitions,,
,share point,manufacturing method,,
,share point,knowledge base,,
,share point,word doc,,
,share point,cad,,
,share point,animation,,
,share point,cad representation,,
,share point,cfd simulation data,,
,share point,images,,
,share point,image,,
,share point,difficulty,,
,share point,knowledge graph,,
,share point,assemblies,,
,share point,cfd code,,
,share point,video,,
,share point,mind map,,
,share point,,aerospace ontology,
,share point,,owl-ql,
,share point,,owl dl,
,share point,,uml,
,share point,,sysml ,
,share point,,topic maps,
,share point,,sql,
,share point,,xml-schema-definition,
,share point,,rds,
,share point,,nasa taxonomy,
,share point,,wordnet,
,share point,,python,
,share point,,sysml,
,share point,,sparql,
,share point,,cco,
,share point,,openvsp,
,share point,,express,
,share point,,vba,
,share point,,,igs
,share point,,,mov
,share point,,,cpacs
,share point,,,ad_asm
,share point,,,direct api
,share point,,,database
,share point,,,wav
,share point,,,ms excel
,share point,,,stl
,share point,,,json
,share point,,,xml
,share point,,,step
,share point,,,pdf
,share point,,,vrml
,share point,,,html
,share point,,,owl
,share point,,,add
,share point,,,flat file
,share point,,,ms word
,share point,,,tiff
,share point,,,rdf
,share point,,,csv
knowledge based engineering,eclipse,,,
business process integration,eclipse,,,
training,eclipse,,,
knowledge interaction,eclipse,,,
multidisciplinary modeling,eclipse,,,
processing,eclipse,,,
information sharing,eclipse,,,
evaluation,eclipse,,,
manufacturing,eclipse,,,
life cycle simulation,eclipse,,,
information search,eclipse,,,
design blueprint,eclipse,,,
product support,eclipse,,,
design,eclipse,,,
certification,eclipse,,,
ground test,eclipse,,,
data validation,eclipse,,,
disciplinary analysis,eclipse,,,
acquisition,eclipse,,,
tooling development,eclipse,,,
manufacture,eclipse,,,
ontology modeling,eclipse,,,
general assembly,eclipse,,,
conceptual modelling,eclipse,,,
knowledge exploration,eclipse,,,
knowledge classification,eclipse,,,
system identification,eclipse,,,
knowledge capture,eclipse,,,
analysis,eclipse,,,
knowledge management,eclipse,,,
development,eclipse,,,
detailed design,eclipse,,,
knowledge discovery,eclipse,,,
project planning,eclipse,,,
dissemination,eclipse,,,
problem solving,eclipse,,,
decision support,eclipse,,,
flight test report,eclipse,,,
customer service,eclipse,,,
system specification,eclipse,,,
product verification,eclipse,,,
archive,eclipse,,,
concept design,eclipse,,,
product data management,eclipse,,,
review,eclipse,,,
access product design data,eclipse,,,
automated reasoning,eclipse,,,
share documents,eclipse,,,
context inference,eclipse,,,
inference,eclipse,,,
mission analysis,eclipse,,,
product design,eclipse,,,
workflow management,eclipse,,,
check,eclipse,,,
engine analysis,eclipse,,,
resource description,eclipse,,,
system design,eclipse,,,
link analysis,eclipse,,,
information classification,eclipse,,,
feature processing,eclipse,,,
information push,eclipse,,,
enterprise resource planning,eclipse,,,
detailed,eclipse,,,
flight test,eclipse,,,
semantic representation,eclipse,,,
plm,eclipse,,,
solving,eclipse,,,
calculation report,eclipse,,,
navigation,eclipse,,,
system integration,eclipse,,,
reasoning,eclipse,,,
creation,eclipse,,,
knowledge engineering,eclipse,,,
knowledge storage,eclipse,,,
configuration management,eclipse,,,
knowledge base building,eclipse,,,
design space visualization,eclipse,,,
system synthesis,eclipse,,,
test report,eclipse,,,
optimization,eclipse,,,
data visualization,eclipse,,,
,eclipse,forms,,
,eclipse,quantity,,
,eclipse,business logic,,
,eclipse,system definition,,
,eclipse,material,,
,eclipse,external web page,,
,eclipse,tooling parts,,
,eclipse,measurement data,,
,eclipse,design parts,,
,eclipse,description,,
,eclipse,documents,,
,eclipse,implicit geometry,,
,eclipse,explicit geometry,,
,eclipse,ontology,,
,eclipse,section description,,
,eclipse,manufacturing method,,
,eclipse,knowledge base,,
,eclipse,word doc,,
,eclipse,cad,,
,eclipse,animation,,
,eclipse,cad representation,,
,eclipse,image,,
,eclipse,knowledge graph,,
,eclipse,video,,
,eclipse,,aerospace ontology,
,eclipse,,owl dl,
,eclipse,,xml-schema-definition,
,eclipse,,express,
,eclipse,,,mov
,eclipse,,,direct api
,eclipse,,,database
,eclipse,,,xml
,eclipse,,,step
,eclipse,,,html
,eclipse,,,owl
,eclipse,,,add
knowledge based engineering,brics technology,,,
business process integration,brics technology,,,
knowledge interaction,brics technology,,,
manufacturing,brics technology,,,
information search,brics technology,,,
product support,brics technology,,,
design,brics technology,,,
certification,brics technology,,,
data validation,brics technology,,,
general assembly,brics technology,,,
knowledge exploration,brics technology,,,
system identification,brics technology,,,
analysis,brics technology,,,
knowledge management,brics technology,,,
development,brics technology,,,
detailed design,brics technology,,,
decision support,brics technology,,,
system specification,brics technology,,,
product verification,brics technology,,,
concept design,brics technology,,,
product data management,brics technology,,,
access product design data,brics technology,,,
mission analysis,brics technology,,,
product design,brics technology,,,
check,brics technology,,,
engine analysis,brics technology,,,
system design,brics technology,,,
link analysis,brics technology,,,
detailed,brics technology,,,
flight test,brics technology,,,
system integration,brics technology,,,
creation,brics technology,,,
knowledge engineering,brics technology,,,
configuration management,brics technology,,,
design space visualization,brics technology,,,
system synthesis,brics technology,,,
optimization,brics technology,,,
data visualization,brics technology,,,
,brics technology,quantity,,
,brics technology,system definition,,
,brics technology,material,,
,brics technology,external web page,,
,brics technology,description,,
,brics technology,section description,,
,brics technology,manufacturing method,,
,brics technology,knowledge base,,
,brics technology,knowledge graph,,
,brics technology,,xml-schema-definition,
,brics technology,,express,
,brics technology,,,database
,brics technology,,,xml
,brics technology,,,step
business process integration,sas,,,
preliminary design,sas,,,
knowledge interaction,sas,,,
multidisciplinary modeling,sas,,,
processing,sas,,,
evaluation,sas,,,
life cycle simulation,sas,,,
mdo process formulation,sas,,,
information search,sas,,,
product support,sas,,,
design,sas,,,
data validation,sas,,,
disciplinary analysis,sas,,,
conceptual modelling,sas,,,
failure,sas,,,
data storage,sas,,,
knowledge exploration,sas,,,
knowledge classification,sas,,,
system identification,sas,,,
knowledge capture,sas,,,
analysis,sas,,,
knowledge management,sas,,,
development,sas,,,
detailed design,sas,,,
knowledge discovery,sas,,,
failure management,sas,,,
flight test report,sas,,,
system specification,sas,,,
product verification,sas,,,
concept design,sas,,,
product data management,sas,,,
review,sas,,,
access product design data,sas,,,
product design,sas,,,
check,sas,,,
engine analysis,sas,,,
resource description,sas,,,
system design,sas,,,
link analysis,sas,,,
information classification,sas,,,
feature processing,sas,,,
information push,sas,,,
detailed,sas,,,
flight test,sas,,,
calculation report,sas,,,
navigation,sas,,,
system integration,sas,,,
creation,sas,,,
knowledge engineering,sas,,,
knowledge storage,sas,,,
configuration management,sas,,,
knowledge base building,sas,,,
design space visualization,sas,,,
system synthesis,sas,,,
test report,sas,,,
optimization,sas,,,
data visualization,sas,,,
,sas,system definition,,
,sas,measurement data,,
,sas,description,,
,sas,taxonomy,,
,sas,implicit geometry,,
,sas,explicit geometry,,
,sas,section description,,
,sas,knowledge base,,
,sas,cad,,
,sas,cad representation,,
,sas,cfd simulation data,,
,sas,difficulty,,
,sas,knowledge graph,,
,sas,cfd code,,
,sas,,nasa taxonomy,
,sas,,express,
,sas,,,direct api
,sas,,,database
,sas,,,step
,sas,,,add
,sas,,,flat file
business process integration,reasoner,,,
preliminary design,reasoner,,,
knowledge interaction,reasoner,,,
processing,reasoner,,,
information sharing,reasoner,,,
information search,reasoner,,,
product support,reasoner,,,
design,reasoner,,,
disciplinary analysis,reasoner,,,
ontology modeling,reasoner,,,
general assembly,reasoner,,,
knowledge exploration,reasoner,,,
knowledge classification,reasoner,,,
knowledge capture,reasoner,,,
express ontology,reasoner,,,
analysis,reasoner,,,
knowledge management,reasoner,,,
development,reasoner,,,
detailed design,reasoner,,,
knowledge discovery,reasoner,,,
project planning,reasoner,,,
dissemination,reasoner,,,
decision support,reasoner,,,
flight test report,reasoner,,,
system specification,reasoner,,,
archive,reasoner,,,
concept design,reasoner,,,
product data management,reasoner,,,
access product design data,reasoner,,,
context inference,reasoner,,,
inference,reasoner,,,
scheduling,reasoner,,,
mission analysis,reasoner,,,
product design,reasoner,,,
engine analysis,reasoner,,,
resource description,reasoner,,,
system design,reasoner,,,
link analysis,reasoner,,,
information classification,reasoner,,,
feature processing,reasoner,,,
enterprise resource planning,reasoner,,,
detailed,reasoner,,,
flight test,reasoner,,,
semantic representation,reasoner,,,
system integration,reasoner,,,
creation,reasoner,,,
knowledge engineering,reasoner,,,
configuration management,reasoner,,,
knowledge base building,reasoner,,,
design space visualization,reasoner,,,
test report,reasoner,,,
data visualization,reasoner,,,
,reasoner,sysml model,,
,reasoner,business logic,,
,reasoner,system definition,,
,reasoner,external web page,,
,reasoner,measurement data,,
,reasoner,description,,
,reasoner,taxonomy,,
,reasoner,explicit geometry,,
,reasoner,metadata,,
,reasoner,ontology,,
,reasoner,section description,,
,reasoner,knowledge base,,
,reasoner,,aerospace ontology,
,reasoner,,owl-ql,
,reasoner,,sysml ,
,reasoner,,topic maps,
,reasoner,,xml-schema-definition,
,reasoner,,nasa taxonomy,
,reasoner,,sysml,
,reasoner,,sparql,
,reasoner,,express,
,reasoner,,,database
,reasoner,,,xml
,reasoner,,,step
,reasoner,,,owl
,reasoner,,,add
,reasoner,,,rdf
knowledge based engineering,solidworks,,,
business process integration,solidworks,,,
training,solidworks,,,
knowledge interaction,solidworks,,,
processing,solidworks,,,
information sharing,solidworks,,,
evaluation,solidworks,,,
manufacturing,solidworks,,,
life cycle simulation,solidworks,,,
information search,solidworks,,,
product support,solidworks,,,
design,solidworks,,,
ground test,solidworks,,,
data validation,solidworks,,,
disciplinary analysis,solidworks,,,
acquisition,solidworks,,,
manufacture,solidworks,,,
ontology modeling,solidworks,,,
general assembly,solidworks,,,
conceptual modelling,solidworks,,,
failure,solidworks,,,
knowledge classification,solidworks,,,
system identification,solidworks,,,
knowledge capture,solidworks,,,
express ontology,solidworks,,,
analysis,solidworks,,,
knowledge management,solidworks,,,
development,solidworks,,,
detailed design,solidworks,,,
failure management,solidworks,,,
project planning,solidworks,,,
decision support,solidworks,,,
customer service,solidworks,,,
system specification,solidworks,,,
product verification,solidworks,,,
concept design,solidworks,,,
product data management,solidworks,,,
review,solidworks,,,
access product design data,solidworks,,,
automated reasoning,solidworks,,,
scheduling,solidworks,,,
product design,solidworks,,,
manufacturing preparation,solidworks,,,
workflow management,solidworks,,,
check,solidworks,,,
engine analysis,solidworks,,,
resource description,solidworks,,,
system design,solidworks,,,
link analysis,solidworks,,,
information classification,solidworks,,,
feature processing,solidworks,,,
information push,solidworks,,,
enterprise resource planning,solidworks,,,
detailed,solidworks,,,
semantic representation,solidworks,,,
plm,solidworks,,,
system integration,solidworks,,,
reasoning,solidworks,,,
creation,solidworks,,,
knowledge engineering,solidworks,,,
configuration management,solidworks,,,
knowledge base building,solidworks,,,
test report,solidworks,,,
optimization,solidworks,,,
,solidworks,quantity,,
,solidworks,business logic,,
,solidworks,system definition,,
,solidworks,material,,
,solidworks,external web page,,
,solidworks,measurement data,,
,solidworks,design parts,,
,solidworks,description,,
,solidworks,object definitions,,
,solidworks,ontology,,
,solidworks,section description,,
,solidworks,process definitions,,
,solidworks,manufacturing method,,
,solidworks,knowledge base,,
,solidworks,cad,,
,solidworks,cad representation,,
,solidworks,image,,
,solidworks,difficulty,,
,solidworks,knowledge graph,,
,solidworks,video,,
,solidworks,,aerospace ontology,
,solidworks,,express,
,solidworks,,,database
,solidworks,,,xml
,solidworks,,,step
,solidworks,,,html
,solidworks,,,add
,solidworks,,,ms word
knowledge based engineering, engineering java programming,,,
business process integration, engineering java programming,,,
training, engineering java programming,,,
preliminary design, engineering java programming,,,
information clustering, engineering java programming,,,
knowledge interaction, engineering java programming,,,
multidisciplinary modeling, engineering java programming,,,
processing, engineering java programming,,,
information sharing, engineering java programming,,,
evaluation, engineering java programming,,,
manufacturing, engineering java programming,,,
life cycle simulation, engineering java programming,,,
information search, engineering java programming,,,
design blueprint, engineering java programming,,,
product support, engineering java programming,,,
design, engineering java programming,,,
certification, engineering java programming,,,
ground test, engineering java programming,,,
processe data, engineering java programming,,,
data validation, engineering java programming,,,
structural solver, engineering java programming,,,
disciplinary analysis, engineering java programming,,,
acquisition, engineering java programming,,,
tooling development, engineering java programming,,,
manufacture, engineering java programming,,,
ontology modeling, engineering java programming,,,
general assembly, engineering java programming,,,
conceptual modelling, engineering java programming,,,
failure, engineering java programming,,,
data storage, engineering java programming,,,
knowledge exploration, engineering java programming,,,
knowledge classification, engineering java programming,,,
system identification, engineering java programming,,,
knowledge capture, engineering java programming,,,
express ontology, engineering java programming,,,
analysis, engineering java programming,,,
knowledge management, engineering java programming,,,
development, engineering java programming,,,
detailed design, engineering java programming,,,
knowledge discovery, engineering java programming,,,
failure management, engineering java programming,,,
project planning, engineering java programming,,,
dissemination, engineering java programming,,,
ontological engineering, engineering java programming,,,
problem solving, engineering java programming,,,
decision support, engineering java programming,,,
flight test report, engineering java programming,,,
customer service, engineering java programming,,,
system specification, engineering java programming,,,
design concepts formalization, engineering java programming,,,
product verification, engineering java programming,,,
archive, engineering java programming,,,
concept design, engineering java programming,,,
product data management, engineering java programming,,,
review, engineering java programming,,,
access product design data, engineering java programming,,,
automated reasoning, engineering java programming,,,
share documents, engineering java programming,,,
context inference, engineering java programming,,,
inference, engineering java programming,,,
scheduling, engineering java programming,,,
mission analysis, engineering java programming,,,
product design, engineering java programming,,,
manufacturing preparation, engineering java programming,,,
workflow management, engineering java programming,,,
check, engineering java programming,,,
engine analysis, engineering java programming,,,
resource description, engineering java programming,,,
system design, engineering java programming,,,
link analysis, engineering java programming,,,
information classification, engineering java programming,,,
feature processing, engineering java programming,,,
information push, engineering java programming,,,
enterprise resource planning, engineering java programming,,,
detailed, engineering java programming,,,
flight test, engineering java programming,,,
semantic representation, engineering java programming,,,
plm, engineering java programming,,,
solving, engineering java programming,,,
calculation report, engineering java programming,,,
navigation, engineering java programming,,,
system integration, engineering java programming,,,
airworthiness test, engineering java programming,,,
convert file formats, engineering java programming,,,
nation decision, engineering java programming,,,
reasoning, engineering java programming,,,
creation, engineering java programming,,,
crawling, engineering java programming,,,
knowledge engineering, engineering java programming,,,
knowledge storage, engineering java programming,,,
configuration management, engineering java programming,,,
knowledge base building, engineering java programming,,,
design space visualization, engineering java programming,,,
system synthesis, engineering java programming,,,
test report, engineering java programming,,,
optimization, engineering java programming,,,
data visualization, engineering java programming,,,
alm, engineering java programming,,,
, engineering java programming,forms,,
, engineering java programming,audio,,
, engineering java programming,live video,,
, engineering java programming,quantity,,
, engineering java programming,tools needed,,
, engineering java programming,sysml model,,
, engineering java programming,business logic,,
, engineering java programming,system definition,,
, engineering java programming,material,,
, engineering java programming,external web page,,
, engineering java programming,tooling parts,,
, engineering java programming,measurement data,,
, engineering java programming,design parts,,
, engineering java programming,description,,
, engineering java programming,object definitions,,
, engineering java programming,documents,,
, engineering java programming,taxonomy,,
, engineering java programming,bom,,
, engineering java programming,implicit geometry,,
, engineering java programming,explicit geometry,,
, engineering java programming,metadata,,
, engineering java programming,ontology,,
, engineering java programming,section description,,
, engineering java programming,process definitions,,
, engineering java programming,manufacturing method,,
, engineering java programming,knowledge base,,
, engineering java programming,word doc,,
, engineering java programming,cad,,
, engineering java programming,cad representation,,
, engineering java programming,cfd simulation data,,
, engineering java programming,image,,
, engineering java programming,difficulty,,
, engineering java programming,knowledge graph,,
, engineering java programming,cfd code,,
, engineering java programming,video,,
, engineering java programming,mind map,,
, engineering java programming,,aerospace ontology,
, engineering java programming,,owl dl,
, engineering java programming,,uml,
, engineering java programming,,sysml ,
, engineering java programming,,topic maps,
, engineering java programming,,sql,
, engineering java programming,,xml-schema-definition,
, engineering java programming,,nasa taxonomy,
, engineering java programming,,python,
, engineering java programming,,sysml,
, engineering java programming,,sparql,
, engineering java programming,,express,
, engineering java programming,,vba,
, engineering java programming,,,igs
, engineering java programming,,,ad_asm
, engineering java programming,,,direct api
, engineering java programming,,,database
, engineering java programming,,,ms excel
, engineering java programming,,,json
, engineering java programming,,,xml
, engineering java programming,,,step
, engineering java programming,,,pdf
, engineering java programming,,,vrml
, engineering java programming,,,html
, engineering java programming,,,owl
, engineering java programming,,,add
, engineering java programming,,,flat file
, engineering java programming,,,ms word
, engineering java programming,,,rdf
knowledge based engineering,outlook,,,
business process integration,outlook,,,
training,outlook,,,
preliminary design,outlook,,,
